fecha,tipo_avión,registro,Operador,numero_total_fallecidos,lugar_accidente
1970-01-03 00:00:00.000,Socata MS.893 Rallye Commodore 180,F-BPBH,Aero Club Du Finistere,2,"Bavilliers, Territoire de Belfort 90"
1970-01-04 00:00:00.000,Piper PA-24,N8485P,Audubon Electr,2,"near Cape May, Nj"
1970-01-05 00:00:00.000,McDonnell Douglas F-4B Phantom II,152283,US Navy,2,se desconoce
1970-01-05 00:00:00.000,Piper PA-18,N109BC,Buckeye Cellul,2,"Perry, FL"
1970-01-05 00:00:00.000,Cessna 411A,SE-FBA,Saab,2,Linköping
1970-01-09 00:00:00.000,Dassault Mirage IVA,22,Armée de l'Air,2,Val-d'Ajol (Vosges)
1970-01-10 00:00:00.000,Cessna 150F,N8714S,China Lake Nav,2,"Inyokern, CA"
1970-01-10 00:00:00.000,Bell 47J-2 Ranger,N944NA,Anchorage Heli,2,"near Healy, AK"
1970-01-10 00:00:00.000,Cessna 150H,N22390,Aviation Caree,2,"Topanga, CA"
1970-01-12 00:00:00.000,McDonnell Douglas F-4C Phantom II,63-7619,United States Air Force (USAF),2,se desconoce
1980-01-01 00:00:00.000,Cessna TU206G,HK-2353-P,se desconoce,2,Neiva
1980-01-03 00:00:00.000,Cessna 172G,N4290L,se desconoce,2,"N Coalinga, CA"
1980-01-06 00:00:00.000,Macchi MB.308,I-AIAY,Aeroclub Bolzano,2,San Genesio (BZ)
1980-01-08 00:00:00.000,Beechcraft D18S,N641E,Poly.Air Inc.,2,"N Honolulu, HI"
1980-01-08 00:00:00.000,Piper PA-23 Apache,N2021P,"Aero Leasing,I",2,"Ft Worth, TX"
1980-01-08 00:00:00.000,Grumman A-6E Intruder,158050,"VA-75, US Navy",2,"USS Saratoga (CVA-60) 100 miles E of Jacksonville, Florida"
1980-01-11 00:00:00.000,Cessna 441 Conquest II,N441NC,Nichols Construction Corporation,2,Atlantic Ocean
1980-01-12 00:00:00.000,McDonnell Douglas F-4E Phantom II,se desconoce,Islamic Republic of Iran Air Force (IRIAF),2,southern Bushehr province
1980-01-14 00:00:00.000,de Havilland Canada Beaver AL1,XP819,British Army Air Corps (AAC),2,"Dummer Hill, Hampshire"
1980-01-14 00:00:00.000,McDonnell F-101B Voodoo,59-0414,U.S. Air Force (USAF),2,"near Niagara Falls APT, NY"
1980-01-15 00:00:00.000,IAI Arava 201,3D-DAB,Swaziland AF,2,Zomba Air Base
1980-01-15 00:00:00.000,Cessna A152,N7393L,se desconoce,2,"Lomax, TX"
1980-01-16 00:00:00.000,Cessna 310Q,N40AK,se desconoce,2,"Winthrop Hbr, IL"
1980-01-19 00:00:00.000,Beechcraft B19 Musketeer Sport,N1946W,Suburban Aviation,2,"Bogota, Nj"
1980-01-19 00:00:00.000,Culver LCA,N41701,se desconoce,2,"Mojave, CA"
1980-01-21 00:00:00.000,Grumman G-44 Widgeon,ZK-BGQ,Sea Bee Air Ltd,2,"Kaipara Harbour, Northland"
1980-01-22 00:00:00.000,Piper PA-18,N3580Z,se desconoce,2,"N East Machias,Me"
1980-01-15 00:00:00.000,IAI Arava 201,3D-DAB,Swaziland AF,2,Zomba Air Base
1990-01-06 00:00:00.000,helicopter,se desconoce,Indian Air Force,2,SE of Delhi
1990-01-16 00:00:00.000,MDH 500MD ASW,690.,Republic of China Navy,2,se desconoce
1990-01-16 00:00:00.000,Mudry CAP 10B,HB-SAZ,Groupement de Vol à moteur Lausanne,2,"Tavernes, VD"
1990-01-18 00:00:00.000,Mil Mi-2,CCCP-14356,Aeroflot/Central Region,2,se desconoce
1990-01-18 00:00:00.000,Piper PA-32R-300,N38389,Air East,2,"Great Barrngton, MA"
1990-01-20 00:00:00.000,Piper PA-18,N7216K,Ronald Mcdonald,2,"Longmire, WA"
1990-01-20 00:00:00.000,Piper J3 Cub,N88125,Private,2,"Clewiston, FL"
2000-01-01 00:00:00.000,Bellanca 17-30A Super Viking 300A,N8821V,Private,2,"Monteagle, TN"
2000-01-08 00:00:00.000,Beechcraft 23,N2336Z,Private,2,"Macon, GA"
2000-01-10 00:00:00.000,Ted Smith Aerostar 601P,N905DK,N3193X BONANZA CORP,2,"Coatesville, PA"
2000-01-11 00:00:00.000,Bell OH-58A Kiowa,N901SF,San Francisco Police Dept.,2,"3 miles SW of Crows Landing, California"
2000-01-17 00:00:00.000,McDonnell Douglas F-4E Phantom II,01519,Elliniki Polemikí Aeroporía,2,Xerovouni Arachova
2010-01-02 00:00:00.000,Cessna F172P Skyhawk II (Reims),OO-TRB,Private,2,"Drongengoedbos, near Ursel, East Flanders"
2010-01-14 00:00:00.000,MiG-29,se desconoce,Algerian Air Force,2,"Djebel Bouras hamlet, Boudjebha region"
2010-01-15 00:00:00.000,Piper PA-31P Pressurized Navajo,N95RS,Southern Aircraft Consultancy Inc.,2,"Near the A4095 Grove Road in Bladon, near Oxford-Kidlington Airport"
2020-01-01 00:00:00.000,Monnett Sonerai II-LS,LV-X393,Private,2,"AD Esperanza, Santa Fe"
2020-01-03 00:00:00.000,Cessna 172R Skyhawk,VT-CAF,Chimes Aviation Academy,2,"near Dhana Airport, Madhya Pradesh, Sagar district"
2020-01-04 00:00:00.000,DTA Voyageur,se desconoce,Private,2,"Vista Hermosa Aerodrome, Puente de Ixtla"
2020-01-05 00:00:00.000,Van's RV-6,N420PW,Private,2,"Cullman Regional Airport-Folsom Field (KCMD), Cullman, AL"
2020-01-07 00:00:00.000,Chengdu FT-7PG,90-611,Pakistan Air Force (PAF),2,"near Chah Miana, Mianwali district, Punjab province"
2020-01-08 00:00:00.000,Mil Mi-35,se desconoce,Afghan National Army (ANA),2,"Porchaman district, Farah province"
2020-01-09 00:00:00.000,Robinson R66,N450MC,Redmark Capital LLC,2,"Mechanicsburg, PA"
1910-04-03 00:00:00.000,Gas Balloon “Pommern”,Unregistered,Private,3,"Sassnitz, Jasmund peninsula, Rügen Island, State of Mecklenburg"
1910-04-17 00:00:00.000,Gas Balloon “Delitzsch”,Unregistered,Private,4,"Reichensachsen, Wehretal, Werra-Meißner-Kreis, Hesse"
1910-07-13 00:00:00.000,Airship  “Erbslöh”,se desconoce,Rheinisch-Westfälische Motorluftschiff-Gesellschaft,5,Pattscheid
1910-08-01 00:00:00.000,Henry Farman biplane,Unregistered,G.W. Parkinson,0+1,"Boldon Flats Racecourse, Cleadon, near Sunderland, County Durham"
1910-04-03 00:00:00.000,Gas Balloon “Pommern”,Unregistered,Private,3,"Sassnitz, Jasmund peninsula, Rügen Island, State of Mecklenburg"
1910-04-17 00:00:00.000,Gas Balloon “Delitzsch”,Unregistered,Private,4,"Reichensachsen, Wehretal, Werra-Meißner-Kreis, Hesse"
1910-07-13 00:00:00.000,Airship  “Erbslöh”,se desconoce,Rheinisch-Westfälische Motorluftschiff-Gesellschaft,5,Pattscheid
1910-08-01 00:00:00.000,Henry Farman biplane,Unregistered,G.W. Parkinson,0+1,"Boldon Flats Racecourse, Cleadon, near Sunderland, County Durham"
1920-02-03 00:00:00.000,Junkers F13,se desconoce,Junkers Flugzeugwerk AG,4,"Kleinkühnau, Dessau"
1920-02-21 00:00:00.000,Bristol F.2b,H1567,2 Sqn RAF,1+2,"Irish Sea, en route between Shotwick and Baldonnel"
1920-03-09 00:00:00.000,Airplane,se desconoce,Private,3,"Cunningham, KS"
1920-03-11 00:00:00.000,Nieuport 82E.2,8070,Aviação Militar,1+1,"Campo dos Afonsos, RJ"
1920-03-11 00:00:00.000,Nieuport 83E.2,8909,Aviação Militar,1+1,"Campo dos Afonsos, RJ"
1920-03-11 00:00:00.000,George-Levy GL 40,se desconoce,Aeronáutica Militar,3,portuguese coast
1920-04-01 00:00:00.000,Handley Page 0/400,F302,216 Sqn RAF,4,"Dagesh near Abu Hamed, 345 north of Khartoum"
1920-04-29 00:00:00.000,Felixstowe F.5,N4044,230 Sqn RAF,4,"North sea, off Fexlistowe, Suffolk"
1920-02-03 00:00:00.000,Junkers F13,se desconoce,Junkers Flugzeugwerk AG,4,"Kleinkühnau, Dessau"
1920-02-21 00:00:00.000,Bristol F.2b,se desconoce,2 Sqn RAF,1+2,"Irish Sea, en route between Shotwick and Baldonnel"
1920-03-09 00:00:00.000,Airplane,se desconoce,Private,3,"Cunningham, KS"
1920-03-11 00:00:00.000,Nieuport 82E.2,se desconoce,Aviação Militar,1+1,"Campo dos Afonsos, RJ"
1920-03-11 00:00:00.000,Nieuport 83E.2,se desconoce,Aviação Militar,1+1,"Campo dos Afonsos, RJ"
1920-03-11 00:00:00.000,George-Levy GL 40,se desconoce,Aeronáutica Militar,3,portuguese coast
1920-04-01 00:00:00.000,Handley Page 0/400,se desconoce,216 Sqn RAF,4,"Dagesh near Abu Hamed, 345 north of Khartoum"
1920-04-29 00:00:00.000,Felixstowe F.5,se desconoce,230 Sqn RAF,4,"North sea, off Fexlistowe, Suffolk"
1930-01-02 00:00:00.000,Stinson SM-1F Detroiter,NC8420,Tanner Air Tours,5+5,"off Point San Vicente, CA"
1930-01-02 00:00:00.000,Stinson SM-1F Detroiter,NC9691,Tanner Air Tours,5+5,"off Point San Vicente, CA"
1930-01-06 00:00:00.000,Wackett Widgeon II,20,1 FTS RAAF,3,"One mile off RAAF Point Cook, Melbourne, VIC"
1930-01-08 00:00:00.000,Avro 504N,J8981,4 FTS RAF,2+2,"near RAF Abu Sueir, Ismailia"
1930-01-08 00:00:00.000,Avro 504N,J8716,4 FTS RAF,2+2,"near RAF Abu Sueir, Ismailia"
1930-01-13 00:00:00.000,Farman F.190,F-AJJK,Societe General Aeronautique,3,"Dibaya, Lulua District, Kasai-Occidental"
1930-01-18 00:00:00.000,Kalinin K-4,CCCP-225,Dobrolet,3,Baku
1930-01-19 00:00:00.000,Ryan B-5,NC,Florida Airways,3,Lake Worth FL
1930-01-19 00:00:00.000,se desconoce,F-,se desconoce,5,Puys near Dieppe
1930-01-27 00:00:00.000,Travel Air A6000A,NC8178,Central Airlines subsidiary of Universal Airlines,5,"Kansas City, KS"
1930-01-28 00:00:00.000,airplane (2x),se desconoce,Danish Air Force,1+1,"near Gjedser, Falster"
1930-02-07 00:00:00.000,Junkers R-42 (G.24),J6,Chilean AF,3,SE off Punta Arenas
1930-02-09 00:00:00.000,CAMS 56,F-AIOY,Aéropostale,3,near Cape de Creus
1930-02-23 00:00:00.000,Miami Maid Seaplane,NC178N,Miami Aircraft Company,3,Miami FL
1930-02-23 00:00:00.000,Fokker F.10A,NC279E,Western Air Express,3,"25 km NE of San Bernardino, CA"
1930-02-24 00:00:00.000,airplane (2x),se desconoce,Cuerpo de Aviación del Ejército de Cuba (CAEC),1+1,Machado Airfield
1930-03-04 00:00:00.000,Travel Air 2000,NC3978,Morey Johnson,3,Beverly Hills CA
1930-01-02 00:00:00.000,Stinson SM-1F Detroiter,NC8420,Tanner Air Tours,5+5,"off Point San Vicente, CA"
1930-01-02 00:00:00.000,Stinson SM-1F Detroiter,NC9691,Tanner Air Tours,5+5,"off Point San Vicente, CA"
1930-01-06 00:00:00.000,Wackett Widgeon II,20,1 FTS RAAF,3,"One mile off RAAF Point Cook, Melbourne, VIC"
1930-01-08 00:00:00.000,Avro 504N,J8981,4 FTS RAF,2+2,"near RAF Abu Sueir, Ismailia"
1930-01-08 00:00:00.000,Avro 504N,J8716,4 FTS RAF,2+2,"near RAF Abu Sueir, Ismailia"
1930-01-13 00:00:00.000,Farman F.190,F-AJJK,Societe General Aeronautique,3,"Dibaya, Lulua District, Kasai-Occidental"
1930-01-18 00:00:00.000,Kalinin K-4,CCCP-225,Dobrolet,3,Baku
1930-01-19 00:00:00.000,Ryan B-5,NC,Florida Airways,3,Lake Worth FL
1930-01-19 00:00:00.000,se desconoce,F-,se desconoce,5,Puys near Dieppe
1930-01-27 00:00:00.000,Travel Air A6000A,NC8178,Central Airlines subsidiary of Universal Airlines,5,"Kansas City, KS"
1930-01-28 00:00:00.000,airplane (2x),se desconoce,Danish Air Force,1+1,"near Gjedser, Falster"
1930-02-09 00:00:00.000,CAMS 56,F-AIOY,Aéropostale,3,near Cape de Creus
1930-02-23 00:00:00.000,Miami Maid Seaplane,NC178N,Miami Aircraft Company,3,Miami FL
1930-02-24 00:00:00.000,airplane (2x),se desconoce,Cuerpo de Aviación del Ejército de Cuba (CAEC),1+1,Machado Airfield
1930-03-04 00:00:00.000,Travel Air 2000,NC3978,Morey Johnson,3,Beverly Hills CA
1940-01-01 00:00:00.000,Handley Page Hampden Mk I,P1260,7 Sqn RAF,3,"Snaefell mountain, Isle of Man"
1940-01-01 00:00:00.000,Lockheed Hudson Mk I,N7232,220 Sqn RAF,4+4,"20 miles E of St Abbs Head, Berwickshire, Scotland"
1940-01-02 00:00:00.000,Vickers Wellington Mk 1c,N2943,149 Sqn RAF,6,"North Sea, at 54°27' N 05°47' E."
1940-01-04 00:00:00.000,Messerschmitt Bf 110C,se desconoce,13.(Z)/LG 1 Luftwaffe,2+1,"Randersacker, Bayern"
1940-01-04 00:00:00.000,Messerschmitt Bf 110C,se desconoce,13.(Z)/LG 1 Luftwaffe,1+2,"Randersacker, Bayern"
1940-01-06 00:00:00.000,Ilyushin DB-3,se desconoce,1./6 DBAP Soviet Air Force,3,Koukkulankangas
1940-01-06 00:00:00.000,Ilyushin DB-3,se desconoce,1./6 DBAP Soviet Air Force,3,Seivässuo
1940-01-06 00:00:00.000,Ilyushin DB-3,se desconoce,3./6 DBAP Soviet Air Force,4,near the village of Turkia
1940-01-06 00:00:00.000,Ilyushin DB-3,se desconoce,3./6 DBAP Soviet Air Force,3,Tolppasuo
1940-01-06 00:00:00.000,Ilyushin DB-3,se desconoce,3./6 DBAP Soviet Air Force,4,Juurikorpi
1940-01-06 00:00:00.000,Ilyushin DB-3,se desconoce,3./6 DBAP Soviet Air Force,3,near the village of Metso
1940-01-06 00:00:00.000,Avro Anson Mk I,K6246,48 Sqn RAF,3,"The Hermitage, St. Catherines Down, near Whitwell, Isle of Wight"
1940-01-07 00:00:00.000,Lockheed Hudson Mk I,N7256,233 Sqn RAF,5,"Mynydd Maendy, near Nant-y-Moel, Ogmore, Glamorgan, Wales"
1940-01-10 00:00:00.000,Potez 637,n° 184,GR II/55 Armée de l'Air,3,"Blotzheim, Haut-Rhin"
1940-01-11 00:00:00.000,Lockheed Hudson Mk I,N7262,224 Sqn RAF,4,"North Sea, near Horns Reef, 10 miles off Blåvands Huk"
1940-01-12 00:00:00.000,Lioré et Olivier LéO 45,17,Armée de l'Air,5,Arles-le-Sambouc
1940-01-12 00:00:00.000,Beechcraft D17S,NC20768,Maycock Charter Service,4,"Casey, IL"
1940-01-18 00:00:00.000,Hawker Hurricane Mk 1,L1734,43 Sqn RAF,1+1,"Liddles Field, Red Row, South Broomhill, Northumberland"
1940-01-19 00:00:00.000,Avro Anson Mk I,N5050,502 (Ulster) Sqn RAF,3,"on the foreshore, some 4 miles east of Rhyl, Denbeighshire"
1940-01-19 00:00:00.000,Heinkel He 111 H-2,T5+UH,1.(F)/ Aufkl.Gr.O.b.d. Luftwaffe,4,"North Sea, 60 miles east of Aberdeen"
1940-01-01 00:00:00.000,Handley Page Hampden Mk I,P1260,7 Sqn RAF,3,"Snaefell mountain, Isle of Man"
1940-01-01 00:00:00.000,Lockheed Hudson Mk I,N7232,220 Sqn RAF,4+4,"20 miles E of St Abbs Head, Berwickshire, Scotland"
1940-01-02 00:00:00.000,Vickers Wellington Mk 1c,N2943,149 Sqn RAF,6,"North Sea, at 54°27' N 05°47' E."
1940-01-04 00:00:00.000,Messerschmitt Bf 110C,se desconoce,13.(Z)/LG 1 Luftwaffe,2+1,"Randersacker, Bayern"
1940-01-04 00:00:00.000,Messerschmitt Bf 110C,se desconoce,13.(Z)/LG 1 Luftwaffe,1+2,"Randersacker, Bayern"
1940-01-06 00:00:00.000,Ilyushin DB-3,se desconoce,1./6 DBAP Soviet Air Force,3,Koukkulankangas
1940-01-06 00:00:00.000,Ilyushin DB-3,se desconoce,1./6 DBAP Soviet Air Force,3,Seivässuo
1940-01-06 00:00:00.000,Ilyushin DB-3,se desconoce,3./6 DBAP Soviet Air Force,4,near the village of Turkia
1940-01-06 00:00:00.000,Ilyushin DB-3,se desconoce,3./6 DBAP Soviet Air Force,3,Tolppasuo
1940-01-06 00:00:00.000,Ilyushin DB-3,se desconoce,3./6 DBAP Soviet Air Force,4,Juurikorpi
1940-01-06 00:00:00.000,Ilyushin DB-3,se desconoce,3./6 DBAP Soviet Air Force,3,near the village of Metso
1940-01-06 00:00:00.000,Avro Anson Mk I,K6246,48 Sqn RAF,3,"The Hermitage, St. Catherines Down, near Whitwell, Isle of Wight"
1940-01-07 00:00:00.000,Lockheed Hudson Mk I,N7256,233 Sqn RAF,5,"Mynydd Maendy, near Nant-y-Moel, Ogmore, Glamorgan, Wales"
1940-01-10 00:00:00.000,Potez 637,n° 184,GR II/55 Armée de l'Air,3,"Blotzheim, Haut-Rhin"
1940-01-11 00:00:00.000,Lockheed Hudson Mk I,N7262,224 Sqn RAF,4,"North Sea, near Horns Reef, 10 miles off Blåvands Huk"
1940-01-12 00:00:00.000,Lioré et Olivier LéO 45,17,Armée de l'Air,5,Arles-le-Sambouc
1940-01-12 00:00:00.000,Beechcraft D17S,NC20768,Maycock Charter Service,4,"Casey, IL"
1940-01-18 00:00:00.000,Hawker Hurricane Mk 1,L1734,43 Sqn RAF,1+1,"Liddles Field, Red Row, South Broomhill, Northumberland"
1940-01-19 00:00:00.000,Avro Anson Mk I,N5050,502 (Ulster) Sqn RAF,3,"on the foreshore, some 4 miles east of Rhyl, Denbeighshire"
1940-01-19 00:00:00.000,Heinkel He 111 H-2,T5+UH,1.(F)/ Aufkl.Gr.O.b.d. Luftwaffe,4,"North Sea, 60 miles east of Aberdeen"
1950-01-05 00:00:00.000,Lisunov Li-2,42 red,Soviet AF,19,Sverdlovsk-Koltsovo Airport (SVX)
1950-01-12 00:00:00.000,Avro Lancaster B Mk III GR,SW363,236 OCU RAF,5,"Tarras Farm, 2 miles SSW of RAF Kinloss, Scotland"
1950-01-13 00:00:00.000,Waco G-15A,45-5548,United States Air Force (USAF),13,"Lawson AFB, GA"
1950-01-13 00:00:00.000,de Havilland DH.98 Mosquito PR Mk 34,PF624,81 Sqn RAF,2+2,"near Jesselton, sea off Seria."
1950-01-13 00:00:00.000,de Havilland DH.98 Mosquito PR Mk 34,RG254,81 Sqn RAF,2+2,"near Jesselton, sea off Seria."
1950-01-15 00:00:00.000,Stinson 108-1,N8832K,E L Collins,4,"Sterrett near Leeds, AL"
1950-01-18 00:00:00.000,CASA 352 (Ju-52),T.2-143,Spanish AF,16,6 km NE of Tobarra
1950-01-21 00:00:00.000,Douglas C-47 (DC-3),TAM-10,TAM,32+1,near Vacas
1950-01-22 00:00:00.000,Piper PA-11 Cub Special,N4545M,Sunny South Aircraft Service,1+2,"Sunny South Airport, FL"
1950-01-22 00:00:00.000,Cessna 140,N2923N,Hicks-Kessler Flying Service,2+1,"Sunny South Airport, FL"
1950-01-05 00:00:00.000,Lisunov Li-2,42 red,Soviet AF,19,Sverdlovsk-Koltsovo Airport (SVX)
1950-01-18 00:00:00.000,CASA 352 (Ju-52),T.2-143,Spanish AF,16,6 km NE of Tobarra
1950-01-21 00:00:00.000,Douglas C-47 (DC-3),TAM-10,TAM,32+1,near Vacas
1960-01-01 00:00:00.000,Airplane,N....,Private,4,"15 mi E of Tallahassee, FL"
1960-01-01 00:00:00.000,Beechcraft A35 Bonanza,N8417A,Private,4,"near Wetumpka, AL"
1960-01-02 00:00:00.000,Beechcraft F35 Bonanza,N4262B,Private,4,"Near Opelika, AL"
1960-01-03 00:00:00.000,Airplane,N....,Private,3,se desconoce
1960-01-03 00:00:00.000,Douglas C-47A (DC-3),VT-CGG,Indian Airlines,9,"6,5 km NW of Taksing"
1960-01-04 00:00:00.000,Douglas A3D-1 Skywarrior,135408,United States Navy (USN),4,"off Lopez Island, WA"
1960-01-05 00:00:00.000,Boeing B-47E Stratojet,52-566,40th BWg USAF,3,"north of Hugoton, Stevens County, Kansas"
1960-01-06 00:00:00.000,Airplane,N....,Private,3,Texas
1960-01-09 00:00:00.000,Lockheed Neptune,se desconoce,United States Navy (USN)4,4,"S of Laguna Beach, CA"
1960-01-12 00:00:00.000,Vought F8U-2 Crusader,145437,United States Navy (USN),0+1,"14 mi S of Cecil Field, FL"
1960-01-13 00:00:00.000,Fiat G.59-4B ?,se desconoce,Aeronautica Militare Italiana (AMI),0+1,20 km from Cagliari
1960-01-15 00:00:00.000,Nord 2501 Noratlas,102,French AF,5,12 km S of Ghardaïa
1960-01-19 00:00:00.000,Martin P4M-1Q Mercator,124365,United States Navy (USN),16,Mt Karanfil
1960-01-20 00:00:00.000,Douglas C-47 (DC-3),MM61770,Italian AF,5,off Brindisi
1960-01-21 00:00:00.000,Republic F-84G Thunderjet,MU-R,Luftforsvaret (RNoAF),0+1,Kåsa/Holøydal
1960-01-21 00:00:00.000,Lockheed L-1049E-55 Super Constellation,HK-177,Avianca,37,Montego Bay Airport (MBJ)
1960-01-22 00:00:00.000,helicopter (2x),se desconoce,United States Army Aviation,1+1,"2,5 mi S of Camp Wolters, TX"
1960-01-03 00:00:00.000,Douglas C-47A (DC-3),VT-CGG,Indian Airlines,9,"6,5 km NW of Taksing"
1960-01-15 00:00:00.000,Nord 2501 Noratlas,102,French AF,5,12 km S of Ghardaïa
1960-01-20 00:00:00.000,Douglas C-47 (DC-3),MM61770,Italian AF,5,off Brindisi
1960-01-21 00:00:00.000,Lockheed L-1049E-55 Super Constellation,HK-177,Avianca,37,Montego Bay Airport (MBJ)
1970-01-02 00:00:00.000,Douglas DC-3,XW-PGJ,"Bird & Sons, opf. Xieng Khouang Air Transport",4,near Long Tieng Airstrip
1970-01-03 00:00:00.000,Piper PA-24 Comanche,PT-DDT,Private,4,"Taió, SC"
1970-01-06 00:00:00.000,Mikoyan-Gurevich MiG-21PFM,4311,Czechoslovak Air Force,0+1,Ceské Budejovice
1970-01-09 00:00:00.000,Piper PA-28-180,N7960W,Private,3,"Trinity Ctr, CA"
1970-01-09 00:00:00.000,Piper PA-28R,N3035R,Valley Airpark,4,"Stonewall, TX"
1970-01-10 00:00:00.000,Cessna 172K,N78393,se desconoce,3,"Benson, NC"
1980-01-02 00:00:00.000,BN-2A-21 Islander,HH-CNC,Haiti Air Inter,9,Grande-Rivière-du-Nord
1980-01-03 00:00:00.000,Mil Mi-8T,se desconoce,Afghan Air Force,4,near Faizabad
1980-01-10 00:00:00.000,Aérospatiale SA 341F Gazelle,1176,Aviation Légère de l'Armée de Terre (ALAT),3,Nevers (Niévre)
1980-01-10 00:00:00.000,Beechcraft 95-B55 Baron,N4643A,Shannon Drilli,4,"N Duncan, OK"
1980-01-10 00:00:00.000,Piper PA-28R,N3839M,se desconoce,4,"N Kalispell,Mt"
1980-01-10 00:00:00.000,Mil Mi-8TVK,824,HG18 Volksmarine,3+3,Prohn
1980-01-10 00:00:00.000,Mil Mi-8TVK,820,HG18 Volksmarine,3+3,Prohn
1980-01-13 00:00:00.000,Cessna T207A,N73173,se desconoce,6,"near Santa Barbara, CA"
1980-01-14 00:00:00.000,Bell 206B JetRanger II,HB-XCP,Heliswiss,4,Gruyéres - LSGT
1980-01-14 00:00:00.000,Cessna 185A,N1690Z,Ambler Air Ser,7,"Shungnak, AK"
1980-01-17 00:00:00.000,Cessna 182Q,N94839,se desconoce,4,"N Murphy, Id"
1980-01-18 00:00:00.000,Douglas C-47A (DC-3),L2-13/96,Thai AF,5,off Sri Racha
1980-01-22 00:00:00.000,Bell OH-58A Kiowa,se desconoce,"'A' Company, 227th Aviation Batallion, US Army",3,"Engineer Lake, Fort Hood, Texas"
1980-01-02 00:00:00.000,BN-2A-21 Islander,HH-CNC,Haiti Air Inter,9,Grande-Rivière-du-Nord
1980-01-18 00:00:00.000,Douglas C-47A (DC-3),L2-13/96,Thai AF,5,off Sri Racha
1990-01-02 00:00:00.000,CASA/Nurtanio NC-212 Aviocar,PK-PCM,Pelita Air Service,9,"Banten Bay, Java Sea"
1990-01-10 00:00:00.000,Cessna 210M Centurion,CC-LLD,Club Aéreo del Personal de Carabineros (CAPC),5,near Copiapó
1990-01-12 00:00:00.000,Cessna 182P,N5831J,Private,3,"Tom's Place, CA"
1990-01-13 00:00:00.000,Tupolev Tu-134A,CCCP-65951,"Aeroflot, North Kavkaz",27,3 km E of Pervouralsk
1990-01-16 00:00:00.000,Cessna 310R,N5115J,Malcolm French,3,"Burlington, VT"
1990-01-17 00:00:00.000,MBB Bo 105C,C-09,Carabineros de Chile,5,"Río Cuervo, Aysén"
1990-01-18 00:00:00.000,Piper PA-28-161,N8251B,Daniel Tompkins,4,"Burbank, CA"
1990-01-20 00:00:00.000,Robin DR.400-180R Remorqueur,OE-KHP,Fliegerclub St. Johann in Tirol,4,"Schartenkogel, St. Jakob in Haus"
1990-01-02 00:00:00.000,CASA/Nurtanio NC-212 Aviocar,PK-PCM,Pelita Air Service,9,"Banten Bay, Java Sea"
1990-01-13 00:00:00.000,Tupolev Tu-134A,CCCP-65951,"Aeroflot, North Kavkaz",27,3 km E of Pervouralsk
2000-01-03 00:00:00.000,Piper PA-28-161 Cadet,F-GKBR,se desconoce,4,"Abreschwiller, Moselle 57"
2000-01-05 00:00:00.000,Cessna 172M Skyhawk,PT-KLB,Private,4,"Poconé, MT"
2000-01-05 00:00:00.000,Embraer EMB-110P1A Bandeirante,5N-AXL,Skypower Express,1+1,Abuja International Airport (ABV)
2000-01-05 00:00:00.000,Beechcraft E55 Baron,PT-KMB,Private,5,"Pico dos Três Estados, Mantiqueira Mountains"
2000-01-13 00:00:00.000,Shorts 360-300,HB-AAM,"Avisto, opf. Sirte Oil Company",22,5 km off Marsa el-Brega
2000-01-14 00:00:00.000,Lockheed C-130B Hercules,TAM60,Bolivian AF,5,Chimore Airport
2000-01-15 00:00:00.000,Let L-410UVP-E,YS-09-C,TACSA,5,San José
2000-01-18 00:00:00.000,Beechcraft C90 King Air,N74CC,Hart Corp. Delaware Div.,4,"Somerset, KY"
2000-01-19 00:00:00.000,Mil Mi-8,se desconoce,Armenian Air Force,6,southeastern Armenia
2010-01-06 00:00:00.000,Cessna 206 Stationair,AEE 165,Grupo Aéreo del Ejército /  GAE-44,6,"Shell, provincia de Pastaza, near Mamayak"
2010-01-10 00:00:00.000,Mooney M20F Executive,CC-PRM,Private,4,"La Cachimba, 22 km to La Serena"
2010-01-10 00:00:00.000,Agusta A109E Power,XA-LSA,AeroSaba SA,5,"San Lorenzo Acopilco, Mexico City"
2020-01-02 00:00:00.000,Antonov An-12A,-,Sudan AF,18,5 km from Geneina Airport (EGN)
2020-01-02 00:00:00.000,Sikorsky UH-60M Black Hawk,933,Republic of China Air Force (ROCAF),8,"Wulei District, New Taipei City"
2020-01-03 00:00:00.000,Harbin Yunshuji Y-12 II,SCL-857,Sri Lanka AF,4,near Haputale
2020-01-04 00:00:00.000,Mooney M20J 205 MSE,F-OIAT,Private,4,"Hnatalo, Lifou"
2020-01-02 00:00:00.000,Antonov An-12A,-,Sudan AF,18,5 km from Geneina Airport (EGN)
2020-01-03 00:00:00.000,Harbin Yunshuji Y-12 II,SCL-857,Sri Lanka AF,4,near Haputale
1902-02-01 00:00:00.000,Parseval-Sigsfeld Drache,se desconoce,Luftschiffers Bataillon,1,"Zwijndrecht, Antwerp"
1902-05-20 00:00:00.000,Lieut George Philip Lempriere Gas Balloon,Unregistered,Lieut George Philip Lempriere,1,"Sheffield Wednesday FC Ground, Owlerton, Sheffield, South Yorkshire"
1910-06-09 00:00:00.000,Bleriot XI,Unregistered,"Ernest Charles Clayden, alias 'Captain Cecil Clayton'",0+1,"Agricultural Showground, Worcester, Worcestershire."
