pais,latitud,longitud
ESTADOS UNIDOS,40.411798611711774,-101.09136530944086
RUSIA,62.16320126523596,94.03515667894071
ESPAÑA,39.463206669116616,-3.546785334363684
JAPÓN,36.44952132486103,138.8643786168058
INDONESIA,-4.42490107214453,122.0086562672168
FRANCIA,46.5955338166885,2.604123732867359
